year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2023,rs,Serbia,Luke Black,Samo mi se spava,24.0,,5.0,,24.0,30.0,,,16.0,14.0,,,Luka Ivanović,,"Samo mi se spava\n\nBaby watch the world on fire\nIt is all a game to me\nI don't wanna choose my fighter\nWho's taking control of me?\n\nHello?\nSamo mi se spava\nSpavaj\n\nI just wanna sleep forever (s-spavaj)\nLike it better when i dream\nŽelim zauvek da spavam (s-spavaj)\nDok svet gori\nI just wanna close my eyes\nAnd just get it over with\nŽelim zauvek da spavam (s-spavaj)\nDok svet gori\n\nNoć je, beskonačni sati\nNa ramenu djavoli\nŽelim samo večno spati\nTako da ih pobedim\n\nHello?\nGame over\n(spavaj)\n(samo mi se spava)\n\nI just wanna sleep forever (s-spavam)\nLike it better when i dream\nŽelim zauvek da spavam (s-spavam)\nDok svet gori\nI just wanna close my eyes\nAnd just get it over with\nŽelim zauvek da spavam (s-spavaj)\nDok svet gori\n\nWar\nViolence\nRage\nVirus\nSavest spava\nDok svet gori\n\nVoice silenced\nGuns\nRiots\nRazum spava\nDok svet gori\n\nSpavaj\n(samo mi se spava)\n(samo mi se ѕpavа)",https://youtube.com/watch?v=gPRfg9wzbpw
2023,gb,United Kingdom,Mae Muller,I Wrote A Song,25.0,,26.0,,25.0,24.0,,,9.0,15.0,,,Karen Poole;Lewis Thompson;Mae Muller,,"I Wrote A Song\n\nWhen you said you were leavin'\nTo work on your mental health\nYou didn't mention the cheating\nYou kept that one to yourself\n\nI got so mad was gonna\n\nCuss you out, outside your house\nFor everyone to see\nWanted to trash your Benz, tell all your friends\nHow cruel you were to me\n\nInstead I wrote a song\n'Bout how you did me wrong\nI could have cried at home\nAnd spent the night alone\nInstead I wrote a song\nI feel much better now\nMe and my girls are out\nAnd we all sing along\n\nInstead I wrote a song\nDa-da-da-da-da-dai…\nInstead I wrote a song\nDa-da-da-da-da-dai…\nInstead I wrote a song\n\nI kept my cool and composure\nMy mother would be so proud\nI was ready for a sentence baby\nInstead I wrote it all down\n\nOh I was gonna\nCuss you out, outside your house\nFor everyone to see\nWanted to trash your Benz, tell all your friends\nHow cruel you were to me\n\nInstead I wrote a song\n'Bout how you did me wrong\nI could have cried at home\nAnd spent the night alone\nInstead I wrote a song\nI feel much better now\nMe and my girls are out\nAnd we all sing along\n\nInstead I wrote a song\nDa-da-da-da-da-dai…\nInstead I wrote a song\nDa-da-da-da-da-dai…\nInstead I wrote a song\n\nLook into my eyes\nShe's feeling good, she feels alive\nI choose how to live my life\nI took the wrongs, I made it right\nDon't let nobody make you forget who you should be\nYou're powerful, you're all you need\nSo work it baby, come with me\n\nLet's celebrate\nDance it away\nI thought my heart would break\n\nInstead I wrote a song\n'Bout how you did me wrong\nI could have cried at home\nAnd spent the night alone\nInstead I wrote a song\nI feel much better now\nMe and my girls are out\nAnd we all sing along\n\nInstead I wrote а ѕong",https://youtube.com/watch?v=tvJEE2ryCRQ
2023,de,Germany,Lord Of The Lost,Blood & Glitter,26.0,,21.0,,26.0,18.0,,,15.0,3.0,,,Chris Harms;Rupert Keplinger,Anthony J. Brown;Chris Harms;Pi Stoffers;Rupert Keplinger,"Blood and Glitter\n\nBlood and glitter\nSweet and bitter\nWe're so happy we could die\n\nBlood and glitter\n\nWhat we are is but a choice\nA promise to ourselves\nWe are free to break and change\n\nNever forget? Let it go\nThis or that? No need to know\nWhether above or below\nWe are all from the same blood\n\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, saint and sinner\nWe do fall before we rise\n\nNow go, go\nLet your blood flow, flow\nWith broken wings, we'll learn to fly\nWe are blood and glitter\n\nKeep your head up in the clouds\nWith two feet on the ground\nLife's too fast so make it count\n\nNever forget? Let it go\nThis or that? No need to know\nWhether above or below\nWe are all from the same blood\n\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, saint and sinner\nWe do fall before we rise\n\nNow go, go\nLet your blood flow, flow\nWith broken wings, we'll learn to fly\nWe are blood and glitter\n\nLet your blood flow\nBlood and glitter\nLet your blood flow\n\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, saint and sinner\nWe do fall before we rise\n\nNow go, go\nLet your blood flow, flow\nWith broken wingѕ, we'll learn to fly\nWe are blood and glitter\nBlood аnd glitter",https://youtube.com/watch?v=dyGR4YWlPEs
2023,is,Iceland,Diljá,Power,27.0,,,,,,,,,,,,Diljá Pétursdóttir;Pálmi Ragnar Ásgeirsson,,Power\n\nI'm ready to let you go\nWon't hold you back no more\nGo on spread your wings and fly away\n\nBeen carrying you way too long\nLike an obsession\nI thought you were a living part of me\n\nBut I got my power in my hand\nYou hold no power over me\nI'll take my flowers while I can\nSo let the love shower over me\n\nOh oh ohh…\nYou hold no p-p-p-power over me\nOh oh ohh…\nYou hold no p-p-p-power over me\n\nI'm not doing this dance again\nSo goodbye old friend\nTired of finding meaning in the dark\n\nI'm releasing all of you\nIn gratitude\nReplacing you with light that fills my heart\n\nBut I got my power in my hand\nYou hold no power over me\nI'll take my flowers while I can\nSo let the love shower over me\n\nOh oh ohh…\nYou hold no p-p-p-power over me\n\nI'll take my flowers while I cаn\nSo let the love ѕhower over me\n\nOh oh ohh…\nYou hold no p-p-p-power over me\nOh oh ohh…\nYou hold no p-p-p-power over me,https://youtube.com/watch?v=lzlTcA0OC5s
2023,lv,Latvia,Sudden Lights,Aijā,28.0,,,,,,,,,,,,Andrejs Reinis Zitmanis;Kārlis Matīss Zitmanis;Kārlis Vārtiņš;Mārtiņš Matīss Zemītis,Andrejs Reinis Zitmanis,"Aijā\n\nYou said some words didn't hear you fall asleep\nPeople were talking louder from my TV screen\nI heard them scream it was too dark to see\n\nDon't cry\nI'll try to say the right words at the right times\nSing you lullabies\nPlease, don't wake up\nWake up\n\nUsed to think we live in a world so beautiful\nYou see, I think I don't believe in this stuff anymore\n\nDon't cry\nI'll try to say the right words at the right times\nSing you lullabies\nPlease, don't wake up\nWake up\n\nDon't cry\nI'll try to say the right words at the right times\nSing you lullabies\nPlease, don't wake up\nWake up\n\nPlease don't make me wake\nPleaѕe, don't wake up\nWake up\n\nAijā, aijā\nSaldā miegā\nAijā, aijā\nSаldā miegā",https://youtube.com/watch?v=SEykwl9X9SY
2023,ge,Georgia,Iru,Echo,29.0,,,,,,,,,,,,George Kukhianidze,Beni Kadagidze;Iru Khechanovi,"Echo\n\nDays in a row\nI'm thinking, I know\nI've got a big faith\nMy love is my crown\nWill be better way\nWill be better day now\nIt is not a secret\n\nLife is love\nThing is known\nLike in dreams\n\nGoing through the life together\nGoing through the life together\nLike in dreams\n\nDays in a row\nI'm thinking, I know\nI've got a big faith\nMy love is my crown\nWill be better way\nWill be better day now\nIt is not a secret\n\nDays in a row\nI'm thinking, I know\nI've got a big faith\nMy love is my crown\nWill be better way\nWill be better day now\nIt is not a secret\n\nGoing through the life together\nGoing through the life together\n\nDays in a row\nI'm thinking, I know\nI've got a big faith\nMy love is my crown\nWill be better way\nWill be better day now\nIt is not a secret\n\nDays in a row\nI'm thinking, I know\nMy love is not a fake\nThis feeling is lord\nWill be better way\nWill be better day now\nIt is not a secret\n\nMy soul's like a fortress\nI feel I'm progressed\nWords getting worthless\nLove is a wordless\n\nOh…\nWhen life is loved\nLoved…\n\nDays in a row\nI'm thinking, I know\nI've got a big faith\nMy love is my crown\nWill be better way\nWill be better day now\nIt is not а ѕecret",https://youtube.com/watch?v=HNvGZeEQvfc
2023,gr,Greece,Victor Vernicos,What They Say,30.0,,,,,,,,,,,,Victor Vernicos,,"What They Say\n\nLate August\nFeet start to shake heart starts to ache\nCan't focus\nPanic I lay on the floor and I hate\nThat I'm holding on\nMy lungs'll break can't stop to make\nMy mind up\nTime starts to rain clouds not afraid\n\nOf the pain they're giving\nAnxious the way I'm breathing\nCan't say that I am longing for\nAnother day to break my spirit\nInsane and I can tell who's winning\nWish this was something I could just ignore\n\nWell you know what they say\nLost souls make sure no one loses their way\nHurt ones can't stand seeing others in pain\nOh I am both now I got too much on my plate\nAnd I save all the others cause for me it's too…\n\nNostalgic mind\nI miss the days when my heart wouldn't ache and\nI'm drowning, time\nQuicksand of life, we don't live to die\nNow I'm tryna, fight\nAll of the lights that leave me so blind\nAs a writer\nBut I'm not an actor no I don't live my own\n\nLife and I hate my feelings\nI'm overwhelmed and heated\nCan't say that I am longing for\nAnother day to break my spirit\nInsane and I can tell who's winning\nWish this was something I could just ignore\n\nWell you know what they say\nLost souls make sure no one loses their way\nHurt ones can't stand seeing others in pain\nOh I am both now I got too much on my plate\nAnd I save all the others cause for me it's too…\n\nWell you know what they say\nLost souls make sure no one loses their way\nHurt ones can't stand seeing others in pain\nOh I am both now I got too much on my plate\nAnd I save all the others cause for me it'ѕ too lаte",https://youtube.com/watch?v=gJSZA0Zh2xU
2023,ie,Ireland,Wild Youth,We Are One,31.0,,,,,,,,,,,,Conor O'Donohoe;Edward Porter;Jörgen Elofsson,,"We Are One\n\nWe take our first breath\nAnd then we exhale\nThen we give it all we got\nUntil we fail\n\nWe get back up again\nWe take a look around\nOh, life can be a long road\nBut at least we're not alone\n\nWe might be different, we might be unique\nYou might be a leader, I might be a freak\nAnd we might be different\nBut under the falling sun\n\nTonight we are one\nWe are one\nWhen we rise, we rise like the sun\nWhen we go down, we go down, we go down, we go down\n\nWe take our first step\nAnd then we fall\nBut still we keep on going\nClimbing every wall\n\nWe keep on fighting\nTurning every stone\nAnd life can be a long road\nAt least we're not alone\n\nWe might be different, we might be unique\nYou might be a leader, I might be a freak\nAnd we might be different\nBut under the falling sun\n\nTonight we are one\nWe are one\nWhen we rise, we rise like the sun\nWhen we go down, we go down, we go down\n\nWe are one\n(We might be different, we might be unique)\nWe are one\n(You might be a leader, I might be a freak)\nWhen we rise, we rise like the sun\nWhen we go down, we go down, we go down, we go down\n\nWe are one\n(We might be different, we might be unique)\nYou might be a leader, I might be a freak\nWe might be different, but under the falling ѕun\n\nTonight we аre one",https://youtube.com/watch?v=80-4_rjW10U
2023,nl,Netherlands,Mia Nicolai & Dion Cooper,Burning Daylight,32.0,,,,,,,,,,,,Dion Cooper;Duncan Laurence;Jordan Garfield;Loek van der Grinten;Mia Nicolai,,Burning Daylight\n\nI don't find any joy anymore\nFrom the same old cycle\nDon't know what made me happy before\nFrom all to zero\nWhere did I go?\n\nBetween falling and running\nI've been trying to get on my feet in time\nI've never been good at crying\nAlways wanted to be the tough type\n\nI'm sorry I'm just human\nI'm losing myself while chasing highs\nI'm losing myself while chasing highs\nAnd burning daylight\n\nI don't believe in God anymore\n'Cause where did she go?\nI don't know what I've been looking for\nI guess a hero\n\nBetween falling and running\nI've been trying to get on my feet in time\nI've never been good at crying\nAlways wanted to be the tough type\n\nI'm sorry I'm just human\nI'm losing myself while chasing highs\nAnd burning daylight\nI'm scared that I'm falling behind\nI'm losing myself while chasing highs\nI'm losing myself while chasing highѕ\nAnd burning dаylight\n\nGoodbye old life\nGoodbye old life\nGoodbye old life\nGoodbye old life\nGoodbye old life\nGoodbye old life,https://youtube.com/watch?v=3XAsam043OY
2023,dk,Denmark,Reiley,Breaking My Heart,33.0,,,,,,,,,,,,Bård Mathias Bonsaksen;Hilda Stenmalm;Reiley;Sivert Hjeltnes Hagtvet,,"Breaking My Heart\n\nDo you remember\nSaid it'd be easier if I was dead\nCause whenever\nYou tryna start something I'm in my head\n\nPink skies, red wine\nI called you mine\nSeptember\nNaked by your side\n\nOn and off\nCouldn't meet me in the middle\nI got lost\nStill thinking 'bout September\n\nIf we could go back to the start\nBet we'd still be falling apart\nI'm not scared to love you\nBut I'm scared of breaking my heart\n\nIf we could go back to the start\nBet we'd still be falling apart\nI'm not scared to love you\nBut I'm scared of breaking my heart\n\nNow I remember\nI used to tell you all my deepest fears\nWhen fighting\nYou used 'em just to force some tears\n\nPink skies\nJust like when we were fine\nIn September\nNow I'm crying by your side\n\nOn and off\nCouldn't meet me in the middle\nI got lost\nStill thinking 'bout September\n\nIf we could go back to the start\nBet we'd still be falling apart\nI'm not scared to love you\nBut I'm scared of breaking my heart\n\nIf we could go back to the start\nBet we'd still be falling apart\nI'm not scared to love you\nBut I'm scared of breaking my heart\n\nIf we'd go back to the start\nYou'd still be breaking my heart\nIf we'd go back to the start\nYou'd still be breaking my heart\n\nOn and off\nCouldn't meet me in the middle\nI got lost\nStill thinking 'bout September\n\nIf we could go back to the start\nBet we'd still be falling apart\nI'm not scared to love you\nBut I'm scared of breaking my heart\n\nIf we could go back to the start\nBet we'd still be falling apart\nI'm not scared to love you\nBut I'm scared of breaking my heart\n\nIf we'd go back to the start\nYou'd still be breaking my heart\nIf we'd go back to the start\nYou'd still be breaking my heart\nIf we'd go back to the start\nYou'd still be breaking my heart\nIf we'd go back to the start\nYou'd ѕtill be breaking my heаrt",https://youtube.com/watch?v=XVZvzZF1JOk
2023,az,Azerbaijan,TuralTuranX,Tell Me More,34.0,,,,,,,,,,,,Nihad Aliyev;Tunar Tağiyev;Tural Bağmanov;Turan Bağmanov,Tural Bağmanov;Turan Bağmanov,"Tell Me More\n\nYour call has been forwarded to an automatic voice message system\nPlease record your message\n\nAh, I don't know where you are\nOr what you're up to\nI kinda miss you girl right now\nYou know, the old days and stuff?\nI want you to be here, with me\nJust call me back when you get this message okay?\n\nTell me more about me, you, us\nTell me you love me, baby\nMore than I trust\nAnd I just want to know:\nHow do you feel about us\nRight now?\n\nI don't know if I'm someone or someone is me\nI'm running from the fate and I'm giving up my dream\nI'm carrying all the pain\nAnd the sorrow that's in vain\nAll the games you think I play\nAre my ways of staying sane\n\nI shout it from the hills up high\nI've nothing – only tears to cry\nIf I ever learn again to feel the way I did\nI'll die from the emotions that I kept down for years, baby\n\nTell me more about me, you, us\nTell me you love me, baby\nMore than I trust\nAnd I just want to know:\nHow do you feel about us\nRight now?\n\nI want to buy a land a thousand miles away\nFrom the city that I've never even chosen\nI think the reason why is all because of people\nWho treat you like a fool and make you wonder for the reason\nNow is the time I am passing by the streets\nAnd the places that we used to go to\n\nWe thought we'd be back pretty soon but never did\nAnd distance between you and me gets so damn more\n\nLet me tell you one thing, baby\nIt may change your all thoughts about us\nAnd you won't need to worry again, too\nSo, let me tell you if you're ready\nHear me out, baby: let's go crazy\nI have something that you're looking for\nAnd that is love\nLove\nLove\n\nTell me more about me, you, us\nTell me you love me, baby\nMore than I trust\nAnd I just want to know:\nHow do you feel аbout uѕ\nRight now?",https://youtube.com/watch?v=8BNtaW1IEtA
2023,mt,Malta,The Busker,Dance (Our Own Party),35.0,,,,,,,,,,,,David Meilak;Jean Paul Borg;Matthew James Borg;Michael Joe Cini;Sean Meachen,David Meilak,"Dance (Our Own Party)\n\nWait now, can you speak up\nIt's a little bit loud\nI'm a little bit lost, oh\nFogged up\nMight be the drinks\nOr the social tease of anxiety\n\nThe tension\nI'm getting\nThe faces I drew on\nI can't focus\nShould've known this\nWhen the tik gets toking I'm gone\n\nI feel better\nIn my sweater\nGot my stereo\nI'll play you songs you know\n\nBut hey, wait\nWhat you say?\n\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\n\nIt's on\nYeah, we go outside\nTake the very first ride\nTry to save our night\nIf you're keen\nI got some indoor shoes\nI can offer you\nGet you in the groove\n\nThe tension is lifting\nAnother moment would've been too much\nThis the real me\nOur own Party\nOur own Party\nOur own Party\n\nI feel better\nIn my sweater\nGaGa Radio\nIs this the song you know?\n\nBut hey, wait\nWhat you say?\n\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\n\nI feel better\nIn my sweater\nGaGa Radio\nIs this the song you know?\n\nBut hey\nWhat you ѕay?\n\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\nDo you want to dance?\nDo you want to dаnce?",https://youtube.com/watch?v=zVmVt9qmg9g
2023,ro,Romania,Theodor Andrei,D.G.T. (Off and On),36.0,,,,,,,,,,,,Luca Udățeanu;Theodor Andrei;Xjahed,Luca De Mezzo;Luca Udățeanu;Theodor Andrei;Xjahed,"D.G.T. (Off and On)\n\nOricât scriu, cu-oricât skill\nPe-orice stil, cât de fin\nEa mă bagă-ntr-un film de mă simt iar copil\nMă învârt gen vinyl\nCă eu vreau să joc în filmul ei, yeah\n\nOricât stau, oricât dau\nOricât vreau, oricât beau\nOrice top, orice toc\nOrice alţii vorbeau\nMie tot nu-mi păsa\nO alegeam şi din mii de femei\n\nCă eu număr, ea se ascunde\nEu o sun, ea nu răspunde\nMeci de box cu-atâtea runde\nŞi ca pe un inel\n\nMă joacă pe degete\nAm încredere\nDa' minte-aşa frumos\nMă-ntoarce pe dos\nCă vorbeşte murdar\nDa' când vrea ea doar\nMinte-aşa uşor\nLasă patul gol\n\nDon't you now, don't you now\nNow don't you just wanna sit right next to me\nFavorite dress on the floor in your dreams\nThe scent of mistake just reminds you of me\nAnd now all of your demons keep screaming my name\n\nTake a little sip of venom, now\nSay you love me\nSay you want me now\nFool me all over again, baby\nLost in your eyes\n\nNights I crave the touch of you\nWondering just what you do\nI'm beggin you I'm on my knees\nTake your clothes off step on me\n\nLost in your bedsheets\nTryna get closer\nWith marks on my neck\nAnd your makeup all over\nPhotos of us, babe\nRemind me still of ya\nKing without a queen\nWhat's another way to get me sober?\n\nOff and on\nLike a radio song (What?)\nMessing me around (Uh)\nTurning upside down (Yeah)\nDirty talking me\nEvery day's a game (Every day's a game)\nLets me sleep alone\nShe plays me like oh\n\nAm încredere\nMinte-aşa frumos\nMă-ntoarce pe dos\nCă vorbeşte murdar\nDa' când vrea ea doar\nMinte-aşa uşor\nLasă patul gol\n\nPe degete\nAm încredere\nMinte-aşa frumos\nMă-ntoarce pe dos\nVorbeşte murdar\nDa' când vrea ea doar\nMinte-aşa uşor\nLaѕă pаtul gol\n\nDegete",https://youtube.com/watch?v=Bf3iPXU1RYU
